Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",Placebo,"Vandetanib, Vandetanib, Best Supportive Care",130.0,93.0,180.0,23.0,29.0,28.0,57.0,23.0,0.0,2016-10-10
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",ZD6474 100,"Vandetanib, Vandetanib, Best Supportive Care",175.0,137.0,309.0,25.0,53.0,29.0,57.0,25.0,0.0,2016-10-10
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",ZD6474 300,"Vandetanib, Vandetanib, Best Supportive Care",181.0,117.0,290.0,19.0,32.0,29.0,108.0,19.0,0.0,2016-10-10
NCT01219985,Liver Cancer; Liver Neoplasms,Investigation Arm,standard and respiratory-gated PET acquisitions,,,,,,,,,,2016-05-27
NCT05776875,"Hepatocellular Carcinoma; BCLC Stage B Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Atezolizumab and Bevacizumab in Combination With TACE,"Atezolizumab Injection, Bevacizumab, Transarterial chemoembolization",,,,,,,,,,2025-01-15
NCT01290536,Colorectal Neoplasms; Neuroendocrine Tumors; Cholangiocarcinoma; Melanoma; Breast Cancer; Colorectal Neoplasms; Neuroendocrine Tumors; Cholangiocarcinoma; Melanoma; Breast Neoplasms,Yttrium-90 Radioembolization,Selective internal radiation therapy to the liver using Yttrium-90 glass microspheres (TheraSphere),,,,,,,,,,2019-03-01
NCT03540771,End Stage Liver Disease; Decompensated Cirrhosis of Liver; End Stage Liver Disease,Model 1: Consultative Palliative Care,Palliative Care,,,,,,,,,,2025-12-02
NCT03540771,End Stage Liver Disease; Decompensated Cirrhosis of Liver; End Stage Liver Disease,Model 2: Trained Hepatologist- Led PC,Palliative Care,,,,,,,,,,2025-12-02
NCT04573881,"Liver Neoplasms; Hepatocellular Carcinoma; Liver Metastases; Liver Neoplasms; Carcinoma, Hepatocellular",HistoSonics System,HistoSonics System,,,,,,,,,,2026-01-12
NCT04505553,"Appendix Carcinoma; Colon Carcinoma; Esophageal Carcinoma; Gastric Carcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Malignant Digestive System Neoplasm; Pancreatic Carcinoma; Rectal Carcinoma; Small Intestinal Carcinoma; Anal Carcinoma; Digestive System Carcinoma; Digestive System Neuroendocrine Tumor; Pancreatic Neuroendocrine Tumor; Appendiceal Neoplasms; Colonic Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Carcinoma, Hepatocellular; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Anus Neoplasms; Gastro-enteropancreatic neuroendocrine tumor; Adenoma, Islet Cell","Arm I (Acupuncture, Acupressure, Cryotherapy)","Acupuncture Therapy, Acupressure Therapy, Oral Cryotherapy, Questionnaire Administration, Quality-of-Life Assessment",,,,,,,,,,2026-01-21
NCT04505553,"Appendix Carcinoma; Colon Carcinoma; Esophageal Carcinoma; Gastric Carcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Malignant Digestive System Neoplasm; Pancreatic Carcinoma; Rectal Carcinoma; Small Intestinal Carcinoma; Anal Carcinoma; Digestive System Carcinoma; Digestive System Neuroendocrine Tumor; Pancreatic Neuroendocrine Tumor; Appendiceal Neoplasms; Colonic Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Carcinoma, Hepatocellular; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Anus Neoplasms; Gastro-enteropancreatic neuroendocrine tumor; Adenoma, Islet Cell",Arm II (Cryotherapy),"Acupuncture Therapy, Acupressure Therapy, Oral Cryotherapy, Questionnaire Administration, Quality-of-Life Assessment",,,,,,,,,,2026-01-21
NCT00687596,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo,"TAC-101, Placebo",8.35,,,26.0,4.82,,,22.0,,2024-09-19
NCT00687596,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TAC-101,"TAC-101, Placebo",8.23,,,26.0,4.95,,,21.0,,2024-09-19
NCT05009979,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Arm 1, Cohort 1, Baseline and Post-treatment Imaging With Piflufolastat F-18 (18F-DCFPyL)","F18-FDG, MRI, CT, F18-DCFPyL, Tumor biopsy",,,,,,,,,,2025-08-28
NCT00553332,"Liver and Intrahepatic Biliary Tract Cancer; Recurrent Extrahepatic Bile Duct Cancer; Unresectable Extrahepatic Bile Duct Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms",Treatment (Enzyme Inhibitor Therapy),"selumetinib, laboratory biomarker analysis",9.8,3.5,,28.0,,,,,0.0,2016-04-22
NCT02560779,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Carotuximab (10 mg/kg Weekly) Plus Sorafenib,"Carotuximab (TRC105), Sorafenib",,,,,,,,,1.0,2020-07-17
NCT02560779,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Carotuximab (10 mg/kg wk to 15 mg/kg Bi-wk) Plus Sorafenib,"Carotuximab (TRC105), Sorafenib",,,,,,,,,2.0,2020-07-17
NCT00428220,"Metastatic Breast Cancer; Advanced Breast Cancer; Metastatic Castration Resistant Prostate Cancer; Metastatic Renal Cell Cancer; Non-Small Cell Lung Cancer; Thyroid Cancer; Advanced/Metastatic Non-Small Cell Lung Cancer; Advanced Gastric Cancer; Gastrointestinal Stromal Tumor; Hepatocellular Carcinoma; Pancreatic Islet Cell Carcinoma; Pancreatic Neuroendocrine Tumor; Breast Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung; Thyroid Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Somatostatinoma; Adenoma, Islet Cell",Sunitinib,sunitinib,,,,,,,,,,2019-06-27
NCT02377947,"Hepatic Encephalopathy; Hepatic Encephalopathy; Lymphoma, Follicular",Patients With Cirrhosis (Grade 3 & 4 Per West Haven cr.),,,,,,,,,,,2020-02-10
NCT00941655,"Gastric Cancer; Stomach Neoplasms; Carcinoma, Hepatocellular",Surgery + HIPEC + Systemic Chemotherapy,"Oxaliplatin, Irinotecan, 5-Fluorouracil, Leucovorin, Gastrectomy and/or metastasectomy",19.0,,,8.0,,,,,,2019-11-13
NCT00941655,"Gastric Cancer; Stomach Neoplasms; Carcinoma, Hepatocellular",Systemic Chemotherapy Alone,"Oxaliplatin, Irinotecan, 5-Fluorouracil, Leucovorin, Gastrectomy and/or metastasectomy",,,,,,,,,,2019-11-13
NCT01798134,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",DEB-TACE,TANDEM™,,,,,,,,,,2016-10-03
NCT01075399,Head and Neck Cancer; Lung Cancer; Liver Cancer; Rectal Cancer; Cervical Cancer; Head and Neck Neoplasms; Lung Neoplasms; Liver Neoplasms; Rectal Neoplasms; Uterine Cervical Neoplasms; Hypoxia,[F 18]HX4,[F 18]HX4,,,,,,,,,,2013-08-30
NCT01488487,"Advanced Adult Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Everolimus + Pasireotide,"Everolimus, Pasireotide",6.7,6.0,,24.0,,,,,0.0,2016-04-07
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Colorectal Cancers Metastasized to the Liver,"Vascular Biogenics (VB)-111, Nivolumab",6.9,2.64,10.74,13.0,1.8,0.75,2.72,13.0,0.0,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10
NCT01636284,Hepatocellular Carinoma; Liver Neoplasms,JX-594 Recombinant Vaccina GM-CSF,JX-594 recombinant vaccina GM-CSF,7.47,4.44,10.64,16.0,,,,,,2021-01-20
NCT03926039,"Hepatocellular Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Description of Traditional Treatment Options,sharing decision-making program,,,,,,,,,,2021-10-29
NCT03926039,"Hepatocellular Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Sharing Decision-making Program Interventions,sharing decision-making program,,,,,,,,,,2021-10-29
NCT03208192,"Liver Transection During Laparoscopic Liver Resection; Carcinoma, Hepatocellular",ErbeJet,liver transection during laparoscopic liver resection,,,,,,,,,,2020-09-24
NCT03208192,"Liver Transection During Laparoscopic Liver Resection; Carcinoma, Hepatocellular",Misonix,liver transection during laparoscopic liver resection,,,,,,,,,,2020-09-24
NCT03695250,"Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (BMS-986205 and Nivolumab),"IDO1 Inhibitor BMS-986205, Nivolumab",,,,8.0,8.5,4.8,,8.0,12.5,2023-08-22
NCT02330549,"Prediabetic State; Non-alcoholic Fatty Liver Disease; Type 2 Diabetes Mellitus; Prediabetic State; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2",Cenicriviroc 150 mg,"Cenicriviroc 150 mg, Placebo",,,,,,,,,,2019-10-11
NCT02330549,"Prediabetic State; Non-alcoholic Fatty Liver Disease; Type 2 Diabetes Mellitus; Prediabetic State; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2",Placebo,"Cenicriviroc 150 mg, Placebo",,,,,,,,,,2019-10-11
NCT01556490,Unresectable Hepatocellular Carcinoma,Sorafenib + Standard of Care,TheraSphere,200.0,,,241.0,,,,,,2023-11-08
NCT01556490,Unresectable Hepatocellular Carcinoma,TheraSphere + Sorafenib + Standard of Care,TheraSphere,206.0,,,240.0,,,,,,2023-11-08
NCT03338062,"Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma",Standard SBRT Planning,Hepatobiliary Iminodiacetic Acid (HIDA) scan,27.5,1.4,27.5,5.0,,,,,,2021-02-26
NCT03338062,"Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma",Theragnostic SBRT Planning,Hepatobiliary Iminodiacetic Acid (HIDA) scan,23.9,5.2,23.9,9.0,,,,,,2021-02-26
NCT03741088,"Carcinoma, Hepatocellular; Liver Metastases; Carcinoma, Hepatocellular",VORTX Rx Treatment,VORTX Rx treatment,,,,,,,,,,2021-04-20
NCT01639703,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Safety Set,Xenetix-CT perfusion imaging,,,,,,,,,,2017-07-13
NCT01236339,"Liver Cirrhosis; Portal Hypertension; Ascites; Liver Cirrhosis; Hypertension, Portal; Ascites",LVP (Large Volume Paracentesis),"TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis, LVP, TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis for subjects who failed LVP and crossed over to TIPS per protocol",13.0,,,13.0,,,,,,2014-06-03
NCT01236339,"Liver Cirrhosis; Portal Hypertension; Ascites; Liver Cirrhosis; Hypertension, Portal; Ascites",TIPS,"TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis, LVP, TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis for subjects who failed LVP and crossed over to TIPS per protocol",11.0,,,13.0,,,,,,2014-06-03
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",MWA Monotherapy,"Transarterial embolization, Microwave Ablation",3.0,,,3.0,,,,,,2022-04-22
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",TAE + MWA Combination Therapy,"Transarterial embolization, Microwave Ablation",4.0,,,5.0,,,,,,2022-04-22
NCT03941873,"Carcinoma, Hepatocellular; Gastric/Gastroesophageal Junction Cancer; Carcinoma, Hepatocellular; Carcinoma",Sitravatinib 120 mg + Tislelizumab,"Sitravatinib, Tislelizumab",,,,,,,,,,2024-10-26
NCT03941873,"Carcinoma, Hepatocellular; Gastric/Gastroesophageal Junction Cancer; Carcinoma, Hepatocellular; Carcinoma",Sitravatinib 80 mg + Tislelizumab,"Sitravatinib, Tislelizumab",,,,,,,,,,2024-10-26
NCT03941873,"Carcinoma, Hepatocellular; Gastric/Gastroesophageal Junction Cancer; Carcinoma, Hepatocellular; Carcinoma",Sitravatinib Monotherapy,"Sitravatinib, Tislelizumab",,,,,6.8,4.0,7.4,24.0,25.0,2024-10-26
NCT03941873,"Carcinoma, Hepatocellular; Gastric/Gastroesophageal Junction Cancer; Carcinoma, Hepatocellular; Carcinoma",Sitravatinib Monotherapy: 120 mg,"Sitravatinib, Tislelizumab",,,,,,,,,,2024-10-26
NCT03941873,"Carcinoma, Hepatocellular; Gastric/Gastroesophageal Junction Cancer; Carcinoma, Hepatocellular; Carcinoma",Sitravatinib Monotherapy: 80 mg,"Sitravatinib, Tislelizumab",,,,,,,,,,2024-10-26
NCT02821754,"Biliary Tract Neoplasms; Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Bile Duct Cancer; Biliary Tract Neoplasms; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma; Bile Duct Neoplasms; Diabetes Mellitus, Insulin-Dependent, 12",Radiofrequency Ablation/Cryoablation (RFA/CA),"Durvalumab, Tremelimumab, Trans-arterial Catheter Chemoembolization (TACE), Radiofrequency Ablation (RFA), Cryoablation",,,,,,,,,,2023-03-28
NCT02821754,"Biliary Tract Neoplasms; Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Bile Duct Cancer; Biliary Tract Neoplasms; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma; Bile Duct Neoplasms; Diabetes Mellitus, Insulin-Dependent, 12",Radiofrequency Ablation/Trans-arterial Catheter Chemoembolization (RFA/TACE),"Durvalumab, Tremelimumab, Trans-arterial Catheter Chemoembolization (TACE), Radiofrequency Ablation (RFA), Cryoablation",,,,,,,,,,2023-03-28
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 0.8 mg,"Alomfilimab, Atezolizumab",0.0,,,4.0,2.0,2.0,,4.0,,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 0.8 mg + Atezolizumab,"Alomfilimab, Atezolizumab",0.4,0.05,0.75,5.0,3.0,2.0,,5.0,,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg,"Alomfilimab, Atezolizumab",0.2,0.01,0.58,5.0,2.0,1.0,,5.0,,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg + Atezolizumab,"Alomfilimab, Atezolizumab",0.4,0.27,0.6,43.0,2.0,2.0,4.0,43.0,,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Naïve Pancreatic Cancer,"Alomfilimab, Atezolizumab",0.2,0.03,0.47,15.0,2.0,1.0,4.0,15.0,0.0,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Naïve Triple Negative BC,"Alomfilimab, Atezolizumab",0.6,0.17,0.84,7.0,2.0,1.0,,7.0,0.0,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Pancreatic Cancer,"Alomfilimab, Atezolizumab",,,,2.0,2.0,,,2.0,0.0,2025-04-02
NCT03829501,"Squamous Cell Carcinoma of Head and Neck; Non-small Cell Lung Cancer; Hepatocellular Carcinoma; Esophageal Cancer; Gastric Cancer; Melanoma; Renal Cell Carcinoma; Pancreatic Cancer; Cervical Cancer; Triple Negative Breast Cancer; Advanced Cancer; Metastatic Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Non-Small-Cell Lung; Carcinoma, Hepatocellular; Esophageal Neoplasms; Stomach Neoplasms; Melanoma; Carcinoma, Renal Cell; Pancreatic Neoplasms; Uterine Cervical Neoplasms; Triple Negative Breast Neoplasms; Neoplasm Metastasis",Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Triple Negative BC,"Alomfilimab, Atezolizumab",,,,1.0,2.0,,,1.0,0.0,2025-04-02
